sampleID,HD10,HD11,HD12,HD13,HD14,HD15,HD16,HD17,HD18,HD19,HD1,HD20,HD21,HD22,HD23,HD24,HD25,HD26,HD27,HD28,HD29,HD2,HD30,HD31,HD32,HD33,HD34,HD35,HD36,HD37,HD38,HD39,HD3,HD40,HD41,HD42,HD43,HD44,HD45,HD46,HD47,HD48,HD49,HD4,HD50,HD51,HD52,HD53,HD54,HD55,HD56,HD57,HD58,HD59,HD5,HD60,HD61,HD62,HD63,HD64,HD65,HD66,HD67,HD68,HD69,HD6,HD70,HD71,HD72,HD73,HD74,HD75,HD76,HD77,HD78,HD79,HD7,HD80,HD81,HD82,HD83,HD8,HD9,HV10,HV11,HV12,HV13,HV14,HV15,HV16,HV17,HV18,HV19,HV1,HV20,HV21,HV22,HV23,HV24,HV25,HV26,HV27,HV28,HV29,HV2,HV30,HV31,HV3,HV4,HV5,HV6,HV7,HV8,HV9,LD10,LD11,LD12,LD13,LD14,LD15,LD17,LD18,LD19,LD1,LD20,LD21,LD22,LD23,LD24,LD25,LD26,LD27,LD28,LD29,LD2,LD30,LD31,LD32,LD34,LD35,LD36,LD37,LD38,LD39,LD3,LD40,LD41,LD42,LD43,LD44,LD46,LD47,LD48,LD49,LD4,LD50,LD51,LD52,LD53,LD54,LD55,LD56,LD57,LD58,LD59,LD5,LD60,LD61,LD62,LD63,LD64,LD65,LD66,LD67,LD68,LD69,LD6,LD70,LD71,LD72,LD73,LD74,LD75,LD76,LD77,LD78,LD79,LD7,LD80,LD81,LD82,LD83,LD84,LD85,LD86,LD87,LD88,LD89,LD8,LD90,LD91,LD92,LD93,LD94,LD95,LD96,LD97,LD98,LD9,LV10,LV11,LV13,LV14,LV15,LV16,LV17,LV18,LV19,LV1,LV20,LV21,LV22,LV23,LV24,LV25,LV2,LV3,LV4,LV5,LV6,LV7,LV8
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01755,0,0,0,0,0,0.06855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0.10198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae|t__GCF_000012545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01755,0,0,0,0,0,0.06855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0.10198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria,100,100,100,100,100,100,100,100,99.60482,100,100,100,100,100,100,100,100,100,99.98245,100,99.97629,100,99.99372,99.97781,99.50548,99.70694,100,99.24921,100,100,100,100,100,100,100,100,100,100,100,99.99418,100,99.99944,100,100,100,100,100,100,100,100,99.95369,100,100,100,99.89802,100,100,100,100,100,100,99.608,100,100,100,100,100,100,100,100,100,100,100,100,100,99.98803,100,100,100,100,100,100,100,100,99.99096,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99009,100,99.72918,100,100,100,100,100,100,100,100,100,100,100,98.66504,100,100,100,100,100,100,99.96094,99.93024,100,100,100,100,100,100,100,100,99.67118,100,100,100,100,100,100,100,100,99.96086,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99908,100,100,100,99.4593,100,100,100,100,100,100,100,100,99.9974,100,100,100,99.99551,99.67911,99.99255,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.81586,100,100,100,100,100,100,100,100,99.9982,100,100,100,100,100,99.99455,98.64349,100,100,100,99.98724,100,100,100,100,100,100,100,100,99.99948,100,100,100,100,100,100,100,100
k__Bacteria|p__Acidobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacteriaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria,0.06939,0.22683,0.27806,0.17676,0.32151,0.08538,0.14794,5.93298,0.65041,0.08471,0.21865,0.35118,0.08206,0.08804,0.23975,0.18631,0.24682,1.00705,0.10724,0.14119,1.30486,0,0.53586,2.62474,1.09926,0.39939,2.68625,1.02278,0.31441,0.3037,0.27343,0.29863,0.08316,0.11577,0.07692,0.33372,0.08422,0.06935,0.05545,0.53191,0.9227,1.42269,0.16384,0.8253,0.30213,0.1068,0.09414,0.44508,0.34925,0.3551,0.20923,0.13615,0.98951,6.01128,0.37396,0.20294,1.6427,0.12294,0.37142,0.4561,0.44665,0.39289,0.24253,2.02392,0.23028,0.09179,1.86316,0.21659,0.27659,0.74894,0.63816,2.77421,0.05016,5.45469,0.1548,1.41931,0.51513,0.25804,0.23693,0.22124,13.73416,4.10323,1.64437,0.23288,0.36278,0.92555,0.03473,0.07335,0.17521,0.01387,0.28281,0.55009,0.03988,0.24383,1.08688,0.25669,0.02665,0.27764,0.89867,0.12406,2.98733,9.22601,4.42931,0.73076,0.08451,0.03421,0.5468,0.06124,0.96819,0.07551,0.41685,0.80778,0.62881,0.01976,0.23932,0.11738,0.08105,0.02002,0.06903,0.22572,0.12686,0.17498,0.12322,0.05137,0.14851,0.03029,0.04227,0.78669,0.79118,1.19578,0.41306,0.20322,0.28078,0.63634,1.44847,0.3323,0.88406,0.05738,3.96167,3.15332,0.20059,0.24091,1.10926,0.98374,0.10803,2.24594,0.25994,1.07027,0.20066,0.58837,0.4349,0.15127,0.15815,1.85748,0.2109,0.40756,0.21815,3.34647,0.12616,0.04863,0.84297,0.36576,0.41014,0.14706,0.15034,2.31185,0.05711,2.48197,0.70981,0.49398,3.71932,0.41323,1.37804,0.13133,1.9112,0.05138,0.23527,0.31938,0.39764,0.01908,0.34807,0.32569,0.22175,8.66803,2.55975,0.08418,0.43736,0.30844,0.25376,6.15424,5.28051,0.27954,0.07286,1.36276,0.23795,0.39608,2.48223,0.00989,11.72155,1.70032,1.35946,0.08457,0.28793,0.07597,0.04496,0.16951,0.10951,0.06838,0.05426,0.0325,0.09966,0.22784,1.57961,0.03037,2.14194,0.03989,0.0907,0.40645,0.29591,1.81645,1.97018,0.28012,0.39506,0.15755,1.55896,5.62893,0.80514,0.08956,0.46202,0.23399,0.30147,0.26143
k__Bacteria|p__Actinobacteria|c__Actinobacteria,0.06939,0.22683,0.27806,0.17676,0.32151,0.08538,0.14794,5.93298,0.65041,0.08471,0.21865,0.35118,0.08206,0.08804,0.23975,0.18631,0.24682,1.00705,0.10724,0.14119,1.30486,0,0.53586,2.62474,1.09926,0.39939,2.68625,1.02278,0.31441,0.3037,0.27343,0.29863,0.08316,0.11577,0.07692,0.33372,0.08422,0.06935,0.05545,0.53191,0.9227,1.42269,0.16384,0.8253,0.30213,0.1068,0.09414,0.44508,0.34925,0.3551,0.20923,0.13615,0.98951,6.01128,0.37396,0.20294,1.6427,0.12294,0.37142,0.4561,0.44665,0.39289,0.24253,2.02392,0.23028,0.09179,1.86316,0.21659,0.27659,0.74894,0.63816,2.77421,0.05016,5.45469,0.1548,1.41931,0.51513,0.25804,0.23693,0.22124,13.73416,4.10323,1.64437,0.23288,0.36278,0.92555,0.03473,0.07335,0.17521,0.01387,0.28281,0.55009,0.03988,0.24383,1.08688,0.25669,0.02665,0.27764,0.89867,0.12406,2.98733,9.22601,4.42931,0.73076,0.08451,0.03421,0.5468,0.06124,0.96819,0.07551,0.41685,0.80778,0.62881,0.01976,0.23932,0.11738,0.08105,0.02002,0.06903,0.22572,0.12686,0.17498,0.12322,0.05137,0.14851,0.03029,0.04227,0.78669,0.79118,1.19578,0.41306,0.20322,0.28078,0.63634,1.44847,0.3323,0.88406,0.05738,3.96167,3.15332,0.20059,0.24091,1.10926,0.98374,0.10803,2.24594,0.25994,1.07027,0.20066,0.58837,0.4349,0.15127,0.15815,1.85748,0.2109,0.40756,0.21815,3.34647,0.12616,0.04863,0.84297,0.36576,0.41014,0.14706,0.15034,2.31185,0.05711,2.48197,0.70981,0.49398,3.71932,0.41323,1.37804,0.13133,1.9112,0.05138,0.23527,0.31938,0.39764,0.01908,0.34807,0.32569,0.22175,8.66803,2.55975,0.08418,0.43736,0.30844,0.25376,6.15424,5.28051,0.27954,0.07286,1.36276,0.23795,0.39608,2.48223,0.00989,11.72155,1.70032,1.35946,0.08457,0.28793,0.07597,0.04496,0.16951,0.10951,0.06838,0.05426,0.0325,0.09966,0.22784,1.57961,0.03037,2.14194,0.03989,0.0907,0.40645,0.29591,1.81645,1.97018,0.28012,0.39506,0.15755,1.55896,5.62893,0.80514,0.08956,0.46202,0.23399,0.30147,0.26143
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,0,0,0,0,0,0,0.00068,0,0.11985,0,0,0,0,0.00024,0,0,0,0,0,0,0.81882,0,0.43394,1.03503,0,0,0,0.56057,0,0,0,0,0,0,0.0126,0,0,0,0,0,0.00045,0,0.00314,0.00413,0.02797,0,0,0.02082,0,0.00383,0.00463,0.00725,0,0,0,0.00016,0,0,0,0,0.0017,0.00143,0,0,0,0,0,0.00711,0.01725,0,0,0,0,0,0,0.00061,0.00069,0,0.01102,0.01366,0,0.00364,0.00699,0,0,0,0,0.01626,0,0,0,0,0.0164,0.10513,0,0,0,0,0,0,0,0.00137,0,0,0,0,0,0,0,0,0,0.0102,0,0.00145,0,0.00015,0,0.0013,0,0.00578,0.04552,0.00292,0.06092,0,0.06203,0.00616,0.01522,0.01162,0.04485,0.00089,0.02578,0,0.00037,0,0.0704,0.02968,0.00168,0.00112,0,0.00692,0.00359,0,0.00701,0.11508,0.00778,0.02203,0.0031,0,0.03064,0.05427,0,0.00623,0.01089,0.02113,0,0.0037,0.03273,0.01299,0.03202,0.01611,0,0,0.30453,0,0,0.00866,0.0086,0.01111,0,0.40724,0.13164,0.02991,0.04775,0,0.02322,0.00289,0.00181,0.027,0.02113,0.0038,0,0.00122,0.01247,0.01438,0.0811,0.02989,0.01814,0,0.0075,0.01836,0.07024,0.00964,0.00827,0.00214,0.0077,0.00543,0.01041,0,0,0.0081,0,0.01971,0.10004,0,0,0.07391,0.00045,0,0,0.01699,0,0.01315,0.0281,0.02104,0.35963,0.03337,0.02394,0.39636,0,0.0322,0,0.0197,0,0,0.01193,0,0.25532,0,0,0.00213,0.03204,0.00961
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0,0,0,0,0,0,0,0,0.03917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0.01426,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0.00048,0,0,0.01053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10513,0,0,0,0,0,0,0,0.00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0.00222,0.00714,0.00017,0.01601,0,0,0,0.00402,0.01162,0.03475,0,0.00078,0,0,0,0.0197,0.00284,0.00168,0,0,0.00558,0,0,0,0.0167,0,0.00093,0,0,0.02155,0.04045,0,0,0.00268,0.00351,0,0,0.01481,0,0.00918,0.01562,0,0,0.08303,0,0,0.00214,0.00042,0.00153,0,0.23312,0.04906,0.00848,0.04724,0,0.00482,0,0,0.01473,0.01493,0.00227,0,0,0.0071,0.00458,0.03652,0.00679,0.00135,0,0,0.01636,0.03423,0.00219,0.00779,0.00038,0,0,0.00466,0,0,0,0,0.00666,0.02652,0,0,0.02586,0.00045,0,0,0,0,0.01272,0,0.01596,0.30176,0,0,0,0,0.0008,0,0.00426,0,0,0,0,0,0,0,0,0.02245,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,0,0,0,0,0,0,0,0,0.03917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0.01426,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0.00048,0,0,0.01053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10513,0,0,0,0,0,0,0,0.00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0.00222,0.00714,0.00017,0.01601,0,0,0,0.00402,0.01162,0.03475,0,0.00078,0,0,0,0.0197,0.00284,0.00168,0,0,0.00558,0,0,0,0.0167,0,0.00093,0,0,0.02155,0.04045,0,0,0.00268,0.00351,0,0,0.01481,0,0.00918,0.01562,0,0,0.08303,0,0,0.00214,0.00042,0.00153,0,0.23312,0.04906,0.00848,0.04724,0,0.00482,0,0,0.01473,0.01493,0.00227,0,0,0.0071,0.00458,0.03652,0.00679,0.00135,0,0,0.01636,0.03423,0.00219,0.00779,0.00038,0,0,0.00466,0,0,0,0,0.00666,0.02652,0,0,0.02586,0.00045,0,0,0,0,0.01272,0,0.01596,0.30176,0,0,0,0,0.0008,0,0.00426,0,0,0,0,0,0,0,0,0.02245,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0,0,0.00766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10513,0,0,0,0,0,0,0,0.00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0.00222,0.00628,0,0,0,0,0,0,0.01093,0.02131,0,0.00078,0,0,0,0,0,0,0,0,0.00289,0,0,0,0.00874,0,0,0,0,0,0.00082,0,0,0,0,0,0,0.00394,0,0.00537,0.00981,0,0,0.03007,0,0,0,0,0.00153,0,0,0.00094,0,0.00232,0,0.00482,0,0,0,0.00711,0.00227,0,0,0.00208,0,0.02725,0.00533,0,0,0,0,0.0284,0.00219,0,0,0,0,0.00277,0,0,0,0,0,0.00781,0,0,0.01796,0.00045,0,0,0,0,0.01272,0,0,0.0317,0,0,0,0,0,0,0.00426,0,0,0,0,0,0,0,0,0.00479,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii|t__Actinomyces_graevenitzii_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0,0,0.00766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10513,0,0,0,0,0,0,0,0.00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0.00222,0.00628,0,0,0,0,0,0,0.01093,0.02131,0,0.00078,0,0,0,0,0,0,0,0,0.00289,0,0,0,0.00874,0,0,0,0,0,0.00082,0,0,0,0,0,0,0.00394,0,0.00537,0.00981,0,0,0.03007,0,0,0,0,0.00153,0,0,0.00094,0,0.00232,0,0.00482,0,0,0,0.00711,0.00227,0,0,0.00208,0,0.02725,0.00533,0,0,0,0,0.0284,0.00219,0,0,0,0,0.00277,0,0,0,0,0,0.00781,0,0,0.01796,0.00045,0,0,0,0,0.01272,0,0,0.0317,0,0,0,0,0,0,0.00426,0,0,0,0,0,0,0,0,0.00479,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus,0,0,0,0,0,0,0,0,0.00557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0.00286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00086,0.00017,0.01601,0,0,0,0.00286,0.00069,0.01344,0,0,0,0,0,0.0197,0.00284,0.00168,0,0,0.00063,0,0,0,0.00796,0,0.00093,0,0,0.02155,0.03963,0,0,0.00268,0.00351,0,0,0.01087,0,0.00381,0.00581,0,0,0.00786,0,0,0,0.00042,0,0,0,0,0.00848,0.04492,0,0,0,0,0.01473,0.00782,0,0,0,0.00502,0.00458,0.00487,0.00147,0.00135,0,0,0.01636,0.00584,0,0.00779,0,0,0,0.0019,0,0,0,0,0.00666,0.01871,0,0,0.0079,0,0,0,0,0,0,0,0.01596,0.27006,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0.01766,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus|t__Actinomyces_odontolyticus_unclassified,0,0,0,0,0,0,0,0,0.00557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0.00286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00086,0.00017,0.01601,0,0,0,0.00286,0.00069,0.01344,0,0,0,0,0,0.0197,0.00284,0.00168,0,0,0.00063,0,0,0,0.00796,0,0.00093,0,0,0.02155,0.03963,0,0,0.00268,0.00351,0,0,0.01087,0,0.00381,0.00581,0,0,0.00786,0,0,0,0.00042,0,0,0,0,0.00848,0.04492,0,0,0,0,0.01473,0.00782,0,0,0,0.00502,0.00458,0.00487,0.00147,0.00135,0,0,0.01636,0.00584,0,0.00779,0,0,0,0.0019,0,0,0,0,0.00666,0.01871,0,0,0.0079,0,0,0,0,0,0,0,0.01596,0.27006,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0.01766,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis,0,0,0,0,0,0,0,0,0.03359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis|t__GCF_000296505,0,0,0,0,0,0,0,0,0.03359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
